State,Data Item,Value,CV (%)
NORTH CAROLINA,"MACHINERY TOTALS, (FOR HORTICULTURE) - ASSET VALUE, MEASURED IN $",183665372,5.7
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, (FOR HORTICULTURE) - ASSET VALUE, MEASURED IN $",17541987,19.2
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",41981731000,3.5
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",10672633000,12.4
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",356248000,19.5
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",7091851000,9.4
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",10551912000,10.4
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",985051000,12.8
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",12256987000,15.7
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",25292039000,3.9
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",10241315000,15.9
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",6448376000,8
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",27451289000,6
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",789764000,38.1
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",3791517000,4.7
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",482343000,12.9
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",9333611000,13.6
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",133205000,6.5
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",31645730000,16.3
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",6907308000,8.3
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",242725000,19.2
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",6562497000,6.4
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",8630612000,22.4
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",711216000,6.4
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",8524323000,14
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",28622104000,33
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",3023627000,12.3
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",3561953000,16.4
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",26001290000,23.7
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",1720222000,17.9
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",19859947000,11.6
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",7188083000,21.9
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",4597701000,22.7
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",19961722000,9.7
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",531238000,15.7
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",2576704000,13.4
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",432442000,39.8
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",8022404000,12.1
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",10336000000,22.3
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",3765325000,4.7
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",113523000,8.3
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",529354000,17.4
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",1921300000,7.3
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",273835000,7
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",3732664000,9
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",5432092000,9.7
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",3053232000,5.7
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",1850676000,8.4
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",7489567000,10
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",258526000,5.4
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",1214814000,13.4
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",49902000,6.7
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",1311207000,17.3
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",50641,6
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",3870,21.3
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",3541,5.5
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",17617,9.9
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",13418,19.9
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",3861,8.4
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",8332,8.2
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",38988,10
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",8278,11.4
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",3375,5.8
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",11449,16.3
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",5390,8.9
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",11363,6.4
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",5555,23.7
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",12716,6.7
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",4168,9.2
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",38851,12.1
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",2425,6.2
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",2508,15.7
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",15723,7.5
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",10058,19.3
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",2578,6.8
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",5557,24
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",36839,6
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",2012,15.4
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",3764,28.6
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",33369,9.8
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",1547,11.5
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",30710,16.3
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",6002,17.2
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",2139,7.4
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",8057,17.9
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",3607,15.1
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",7735,10.8
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",4902,15.8
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",10853,13.5
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",11790,38.5
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",1445,12.1
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",1034,21.5
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",1894,14.3
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",3360,12.5
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",1283,3.4
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",2775,5.5
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",8278,9.2
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",2276,6.2
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",1236,14.5
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",3392,32.4
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",1783,37.6
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",3628,38.8
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",653,14.5
NORTH DAKOTA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",1863,18.5
NORTH DAKOTA,"ASSETS, (EXCL LAND & BUILDINGS), ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",97752000,27.4
NORTH DAKOTA,"ASSETS, (EXCL LAND & BUILDINGS), ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",5457,40
NORTH DAKOTA,"ASSETS, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",31747055000,31.1
NORTH DAKOTA,"ASSETS, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",38851,17.1
NORTH DAKOTA,"ASSETS, HOUSEHOLD, NOT ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",14285381000,36.5
NORTH DAKOTA,"ASSETS, HOUSEHOLD, NOT ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",33846,38.8
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",940621000,17.2
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",516605000,36.9
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",188953000,23
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",159940000,22.7
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",919316000,34.2
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",370842000,26.9
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",162891000,26.9
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",703629000,30.2
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",132405000,10.6
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",93002000,27.4
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",675939000,33.2
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",654633000,33
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",633094000,12.9
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",167270000,11.9
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",547675000,22.1
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",264682000,23.7
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",87056000,23
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",264682000,12.5
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",203573000,30
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",3679,33
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",765,16.3
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",1573,32.8
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",655,13.3
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",3484,14.1
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",2396,26.1
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",653,16.5
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",1198,16.5
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",977,17.7
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",1146,10.7
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",2207,6.7
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",2012,17.8
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",2100,15
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",1421,12.3
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",828,14.1
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",1472,5.4
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",619,28.2
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",1472,15.3
NORTH DAKOTA,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",974,21.6
NORTH DAKOTA,"DEBT, HOUSEHOLD, NOT ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",3116186000,21.1
NORTH DAKOTA,"DEBT, HOUSEHOLD, NOT ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",18147,7.4
NORTH DAKOTA,"DEBT, REAL ESTATE, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",670014000,22.6
NORTH DAKOTA,"DEBT, REAL ESTATE, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",2154,21
NORTH DAKOTA,"MACHINERY TOTALS, (FOR HORTICULTURE) - ASSET VALUE, MEASURED IN $",4042612,18.5
OHIO,"AG LAND, INCL BUILDINGS, (FOR HORTICULTURE) - ASSET VALUE, MEASURED IN $",640064984,18.7
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",35125524000,59.4
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",5382677000,21.5
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",9254506000,24.6
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",5808726000,6.3
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",7663176000,35
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",5158052000,19.6
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",26498739000,22.9
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",5202287000,26.3
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",3424499000,8.2
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",17642718000,28.5
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",2275000000,9.2
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",5935909000,8.5
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",780010000,21.9
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",8089157000,23.5
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",402729000,24.4
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",30190294000,76.1
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",4801884000,25.7
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",8122638000,28.5
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",4622761000,9.2
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",6944508000,20.3
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",4773620000,23.4
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",27644425000,28.5
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",2545869000,12.8
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",8599031000,23.4
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",21032753000,27
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",23543573000,26
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",4393583000,45.1
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",15110947000,13.9
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",1990931000,26.4
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",4893455000,14.5
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",711761000,25.2
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",7138304000,15.9
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",344895000,15.3
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",4935230000,24.7
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",580793000,21
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",1131868000,19.1
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",718668000,18.4
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",2955166000,51.4
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",284069000,20.1
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",1042454000,21.9
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",82162,18.6
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",48271,34.8
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",12217,18.1
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",4287,27.5
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",16134,20.6
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",1138,14.5
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",73050,61.7
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",7214,19.9
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",1897,20.1
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",7965,22.2
