Program,Year,Period,Geo Level,State,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2014,YEAR,STATE,NORTH CAROLINA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, NON-OPERATING, VALUE OF LAND & BUILDINGS","LANDLORDS, NON-OPERATING, VALUE OF LAND & BUILDINGS: (50,000 TO 99,999 $)","13,528",10.6
CENSUS,2014,YEAR,STATE,NORTH CAROLINA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, NON-OPERATING, VALUE OF LAND & BUILDINGS","LANDLORDS, NON-OPERATING, VALUE OF LAND & BUILDINGS: (500,000 TO 999,999 $)","4,614",13.5
CENSUS,2014,YEAR,STATE,NORTH CAROLINA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, NON-OPERATING, VALUE OF LAND & BUILDINGS","LANDLORDS, NON-OPERATING, VALUE OF LAND & BUILDINGS: (LESS THAN 50,000 $)","18,881",8.9
CENSUS,2014,YEAR,STATE,NORTH CAROLINA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, OPERATING","LANDLORDS, OPERATING: (TOTAL)","4,742",13.6
CENSUS,2014,YEAR,STATE,NORTH CAROLINA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, OPERATING, AREA RENTED OUT","LANDLORDS, OPERATING, AREA RENTED OUT: (1.0 TO 49.0 ACRES)","2,654",17.4
CENSUS,2014,YEAR,STATE,NORTH CAROLINA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, OPERATING, TENANTS","LANDLORDS, OPERATING, TENANTS: (1 TENANTS)","3,750",18.7
CENSUS,2014,YEAR,STATE,NORTH CAROLINA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, OPERATING, VALUE OF LAND & BUILDINGS","LANDLORDS, OPERATING, VALUE OF LAND & BUILDINGS: (200,000 TO 499,999 $)",928,42.2
CENSUS,2014,YEAR,STATE,NORTH CAROLINA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, OPERATING, VALUE OF LAND & BUILDINGS","LANDLORDS, OPERATING, VALUE OF LAND & BUILDINGS: (50,000 TO 99,999 $)",591,27.3
CENSUS,2014,YEAR,STATE,NORTH CAROLINA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, OPERATING, VALUE OF LAND & BUILDINGS","LANDLORDS, OPERATING, VALUE OF LAND & BUILDINGS: (LESS THAN 50,000 $)","1,252",35.7
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, (EXCL LAND SALES AND RENT), ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, NON-OPERATING","LANDLORDS, NON-OPERATING: (TOTAL)","151,364,000",22.2
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, (EXCL LAND SALES AND RENT), ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, NON-OPERATING","LANDLORDS, NON-OPERATING: (TOTAL)","4,560",22.2
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, 75 TO 100 PCT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS, OWNERSHIP TYPE, CORPORATION & TRUST - RECEIPTS, MEASURED IN COUNT","LANDLORDS, NON-OPERATING","LANDLORDS, NON-OPERATING: (TOTAL)","4,874",20
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED","LANDLORDS, COMBINED: (TOTAL)","866,137,000",3.3
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, AREA RENTED OUT","LANDLORDS, COMBINED, AREA RENTED OUT: (1,000 TO 9,999 ACRES)","273,117,000",15.7
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, AREA RENTED OUT","LANDLORDS, COMBINED, AREA RENTED OUT: (1.0 TO 49.0 ACRES)","6,950,000",41.5
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, AREA RENTED OUT","LANDLORDS, COMBINED, AREA RENTED OUT: (100 TO 199 ACRES)","106,286,000",17.1
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, AREA RENTED OUT","LANDLORDS, COMBINED, AREA RENTED OUT: (200 TO 499 ACRES)","198,780,000",8.5
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, AREA RENTED OUT","LANDLORDS, COMBINED, AREA RENTED OUT: (50.0 TO 99.0 ACRES)","22,046,000",16.3
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, AREA RENTED OUT","LANDLORDS, COMBINED, AREA RENTED OUT: (500 TO 999 ACRES)","253,323,000",8.6
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, TENANTS","LANDLORDS, COMBINED, TENANTS: (1 TENANTS)","470,227,000",6.7
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, TENANTS","LANDLORDS, COMBINED, TENANTS: (2 TENANTS)","246,490,000",14.8
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, TENANTS","LANDLORDS, COMBINED, TENANTS: (3 OR MORE TENANTS)","145,488,000",21
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS: (1,000,000 OR MORE $)","467,289,000",9
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS: (100,000 TO 199,999 $)","37,298,000",18.9
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS: (200,000 TO 499,999 $)","125,798,000",10.3
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS: (50,000 TO 99,999 $)","24,206,000",34.6
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS: (500,000 TO 999,999 $)","197,202,000",11.3
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS: (LESS THAN 50,000 $)","10,412,000",54.5
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, NON-OPERATING","LANDLORDS, NON-OPERATING: (TOTAL)","545,036,000",3.3
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, NON-OPERATING, AREA RENTED OUT","LANDLORDS, NON-OPERATING, AREA RENTED OUT: (1,000 TO 9,999 ACRES)","135,898,000",19
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, NON-OPERATING, AREA RENTED OUT","LANDLORDS, NON-OPERATING, AREA RENTED OUT: (1.0 TO 49.0 ACRES)","3,562,000",25.4
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, NON-OPERATING, AREA RENTED OUT","LANDLORDS, NON-OPERATING, AREA RENTED OUT: (100 TO 199 ACRES)","90,054,000",19.5
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, NON-OPERATING, AREA RENTED OUT","LANDLORDS, NON-OPERATING, AREA RENTED OUT: (200 TO 499 ACRES)","141,534,000",10.3
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, NON-OPERATING, AREA RENTED OUT","LANDLORDS, NON-OPERATING, AREA RENTED OUT: (50.0 TO 99.0 ACRES)","16,244,000",19.8
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, NON-OPERATING, AREA RENTED OUT","LANDLORDS, NON-OPERATING, AREA RENTED OUT: (500 TO 999 ACRES)","156,040,000",9.8
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, NON-OPERATING, AREA RENTED OUT","LANDLORDS, NON-OPERATING, AREA RENTED OUT: (ACRES FULLY PAID FOR)","473,676,000",5.2
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, NON-OPERATING, AREA RENTED OUT","LANDLORDS, NON-OPERATING, AREA RENTED OUT: (ACRES NOT FULLY PAID FOR)","71,360,000",35.7
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, NON-OPERATING, OWNERSHIP TYPE","LANDLORDS, NON-OPERATING, OWNERSHIP TYPE: (CORPORATION & TRUST)","73,560,000",14.2
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, NON-OPERATING, OWNERSHIP TYPE","LANDLORDS, NON-OPERATING, OWNERSHIP TYPE: (INDIVIDUAL & PARTNERSHIP)","448,481,000",4.7
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, NON-OPERATING, OWNERSHIP TYPE","LANDLORDS, NON-OPERATING, OWNERSHIP TYPE: (MULTIPLE TYPES)","19,754,000",38.6
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, NON-OPERATING, TENANTS","LANDLORDS, NON-OPERATING, TENANTS: (1 TENANTS)","319,242,000",8
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, NON-OPERATING, TENANTS","LANDLORDS, NON-OPERATING, TENANTS: (2 TENANTS)","136,598,000",9.5
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, NON-OPERATING, TENANTS","LANDLORDS, NON-OPERATING, TENANTS: (3 OR MORE TENANTS)","89,196,000",30.1
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, NON-OPERATING, VALUE OF LAND & BUILDINGS","LANDLORDS, NON-OPERATING, VALUE OF LAND & BUILDINGS: (1,000,000 OR MORE $)","262,481,000",11.8
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, NON-OPERATING, VALUE OF LAND & BUILDINGS","LANDLORDS, NON-OPERATING, VALUE OF LAND & BUILDINGS: (100,000 TO 199,999 $)","25,854,000",22.2
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, NON-OPERATING, VALUE OF LAND & BUILDINGS","LANDLORDS, NON-OPERATING, VALUE OF LAND & BUILDINGS: (200,000 TO 499,999 $)","78,486,000",10.8
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, NON-OPERATING, VALUE OF LAND & BUILDINGS","LANDLORDS, NON-OPERATING, VALUE OF LAND & BUILDINGS: (50,000 TO 99,999 $)","21,868,000",38.2
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, NON-OPERATING, VALUE OF LAND & BUILDINGS","LANDLORDS, NON-OPERATING, VALUE OF LAND & BUILDINGS: (500,000 TO 999,999 $)","146,449,000",13.3
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, OPERATING","LANDLORDS, OPERATING: (TOTAL)","321,101,000",6.8
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, OPERATING, AREA RENTED OUT","LANDLORDS, OPERATING, AREA RENTED OUT: (1,000 TO 9,999 ACRES)","137,219,000",24.8
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, OPERATING, AREA RENTED OUT","LANDLORDS, OPERATING, AREA RENTED OUT: (1.0 TO 49.0 ACRES)","3,388,000",80.9
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, OPERATING, AREA RENTED OUT","LANDLORDS, OPERATING, AREA RENTED OUT: (100 TO 199 ACRES)","16,232,000",29.5
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, OPERATING, AREA RENTED OUT","LANDLORDS, OPERATING, AREA RENTED OUT: (200 TO 499 ACRES)","57,246,000",15.1
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, OPERATING, AREA RENTED OUT","LANDLORDS, OPERATING, AREA RENTED OUT: (50.0 TO 99.0 ACRES)","5,802,000",27.3
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, OPERATING, AREA RENTED OUT","LANDLORDS, OPERATING, AREA RENTED OUT: (500 TO 999 ACRES)","97,283,000",16
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, OPERATING, TENANTS","LANDLORDS, OPERATING, TENANTS: (1 TENANTS)","150,985,000",11.9
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, OPERATING, TENANTS","LANDLORDS, OPERATING, TENANTS: (2 TENANTS)","109,893,000",31
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, OPERATING, TENANTS","LANDLORDS, OPERATING, TENANTS: (3 OR MORE TENANTS)","56,292,000",25.6
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, OPERATING, VALUE OF LAND & BUILDINGS","LANDLORDS, OPERATING, VALUE OF LAND & BUILDINGS: (1,000,000 OR MORE $)","204,809,000",13.7
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, OPERATING, VALUE OF LAND & BUILDINGS","LANDLORDS, OPERATING, VALUE OF LAND & BUILDINGS: (100,000 TO 199,999 $)","11,444,000",35.9
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, OPERATING, VALUE OF LAND & BUILDINGS","LANDLORDS, OPERATING, VALUE OF LAND & BUILDINGS: (200,000 TO 499,999 $)","47,312,000",20.9
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, OPERATING, VALUE OF LAND & BUILDINGS","LANDLORDS, OPERATING, VALUE OF LAND & BUILDINGS: (50,000 TO 99,999 $)","2,337,000",28.7
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, OPERATING, VALUE OF LAND & BUILDINGS","LANDLORDS, OPERATING, VALUE OF LAND & BUILDINGS: (500,000 TO 999,999 $)","50,753,000",21.5
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, COMBINED","LANDLORDS, COMBINED: (TOTAL)","50,903",10
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, COMBINED, AREA RENTED OUT","LANDLORDS, COMBINED, AREA RENTED OUT: (1,000 TO 9,999 ACRES)","3,870",11.4
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, COMBINED, AREA RENTED OUT","LANDLORDS, COMBINED, AREA RENTED OUT: (1.0 TO 49.0 ACRES)","3,489",22.5
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, COMBINED, AREA RENTED OUT","LANDLORDS, COMBINED, AREA RENTED OUT: (100 TO 199 ACRES)","17,617",27.4
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, COMBINED, AREA RENTED OUT","LANDLORDS, COMBINED, AREA RENTED OUT: (200 TO 499 ACRES)","13,382",11.4
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, COMBINED, AREA RENTED OUT","LANDLORDS, COMBINED, AREA RENTED OUT: (50.0 TO 99.0 ACRES)","3,861",14.7
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, COMBINED, AREA RENTED OUT","LANDLORDS, COMBINED, AREA RENTED OUT: (500 TO 999 ACRES)","8,314",10.3
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, COMBINED, TENANTS","LANDLORDS, COMBINED, TENANTS: (1 TENANTS)","38,883",13.4
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, COMBINED, TENANTS","LANDLORDS, COMBINED, TENANTS: (2 TENANTS)","8,278",13.1
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, COMBINED, TENANTS","LANDLORDS, COMBINED, TENANTS: (3 OR MORE TENANTS)","3,375",15.2
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS: (1,000,000 OR MORE $)","11,432",6.7
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS: (100,000 TO 199,999 $)","5,372",26.5
CENSUS,2014,YEAR,STATE,NORTH DAKOTA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS: (200,000 TO 499,999 $)","11,363",10.6
